#Hydro-quantities,t=1.89038734e-02s
#cols=16-rows=800
#radius,,,,,,,,,,velocity,,,,,,,,density,,,,,,,,,pressure,,,,,,,,temperature,,,,,entropy/baryon,,Y_e,,,,,,,,,,,,,chem_pot_e,,,,,,chem_pot_n,,,,,,chem_pot_p,,,,,,chem_pot_nu,,,,,x_n,,,,,,,,,,,,,x_p,,,,,,,,,,,,,x_alpha,,,,,,,,,mass,,,,,,,,,,,,lapse_function,
#"cm",,,,,,,,,,,,"cm/s",,,,,,,,,,"g/cm^3",,,,,,,,"erg/cm^3",,,,,,"K",,,,,,,,,,,,,"k_B",,,,,,,,,,,"1",,,,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,"M_sol",,,,,,,,,"1",,,,,,,,,,,,
1.16666670e+04,-6.50088960e+06,3.67288168e+14,1.27580635e+34,1.02459642e+11,9.55144927e-01,2.36976718e-01,2.27384098e+02,3.49118515e+01,-4.93753255e+01,1.43096921e+02,7.63022534e-01,2.36975969e-01,1.49660097e-06,9.82672097e-06,8.63931386e-01
3.50000010e+04,3.74228581e+05,3.63209858e+14,1.27089143e+34,1.17212720e+11,1.09157178e+00,2.49564008e-01,2.30163939e+02,3.16971629e+01,-4.82038736e+01,1.50262902e+02,7.50431015e-01,2.49559031e-01,9.95394088e-06,7.78499673e-05,8.64069668e-01
5.83333340e+04,2.24482349e+05,3.62494233e+14,1.26515158e+34,1.17314220e+11,1.09370957e+00,2.49763588e-01,2.30069249e+02,3.14925727e+01,-4.82136972e+01,1.50362979e+02,7.50231255e-01,2.49758431e-01,1.03140985e-05,2.62120689e-04,8.64230805e-01
9.27199922e+04,-1.69427140e+05,3.60916995e+14,1.25037708e+34,1.16526706e+11,1.08954876e+00,2.49311518e-01,2.29606321e+02,3.11992235e+01,-4.83311393e+01,1.50075958e+02,7.50683452e-01,2.49306489e-01,1.00584904e-05,1.17075942e-03,8.64754939e-01
1.30188500e+05,1.97257427e+05,3.58471706e+14,1.22930608e+34,1.16124391e+11,1.09010133e+00,2.49097210e-01,2.29017563e+02,3.06471357e+01,-4.84783170e+01,1.49892110e+02,7.50897605e-01,2.49092026e-01,1.03694174e-05,2.30792810e-03,8.65250331e-01
1.54510906e+05,5.19799368e+04,3.56518806e+14,1.21307295e+34,1.15995206e+11,1.09225436e+00,2.49059657e-01,2.28584698e+02,3.01951441e+01,-4.85754669e+01,1.49814087e+02,7.50934836e-01,2.49054150e-01,1.10136259e-05,3.33894831e-03,8.65604202e-01
1.70299617e+05,9.81401247e+04,3.55106143e+14,1.20123356e+34,1.15759952e+11,1.09266100e+00,2.48970316e-01,2.28260644e+02,2.99134101e+01,-4.86285533e+01,1.49718680e+02,7.51023801e-01,2.48964433e-01,1.17658551e-05,4.14809898e-03,8.65850577e-01
1.80548742e+05,9.17036688e+04,3.54115314e+14,1.19301371e+34,1.15617369e+11,1.09314355e+00,2.48923583e-01,2.28037062e+02,2.97121454e+01,-4.86644503e+01,1.49660466e+02,7.51070265e-01,2.48917431e-01,1.23041394e-05,4.73666767e-03,8.66017936e-01
1.87201883e+05,9.67853482e+04,3.53440657e+14,1.18744611e+34,1.15526803e+11,1.09352666e+00,2.48891803e-01,2.27884353e+02,2.95745729e+01,-4.86893306e+01,1.49620450e+02,7.51101862e-01,2.48885468e-01,1.26700835e-05,5.14658483e-03,8.66129417e-01
1.92513867e+05,9.85945872e+04,3.52883950e+14,1.18286391e+34,1.15452565e+11,1.09384795e+00,2.48866546e-01,2.27758434e+02,2.94606870e+01,-4.87097300e+01,1.49588017e+02,7.51126969e-01,2.48860062e-01,1.29692533e-05,5.59169458e-03,8.66246745e-01
1.97976586e+05,1.00488668e+05,3.52294738e+14,1.17803169e+34,1.15377737e+11,1.09421992e+00,2.48840325e-01,2.27625031e+02,2.93397651e+01,-4.87314896e+01,1.49553777e+02,7.51153032e-01,2.48833682e-01,1.32861090e-05,6.07497265e-03,8.66370712e-01
2.03594312e+05,1.02932575e+05,3.51671396e+14,1.17293605e+34,1.15301142e+11,1.09463546e+00,2.48812785e-01,2.27483679e+02,2.92115032e+01,-4.87546569e+01,1.49517519e+02,7.51180405e-01,2.48805975e-01,1.36200829e-05,6.59963876e-03,8.66501694e-01
