#,Hydro,quantities,,t,=,,,2.73391193e-02,s
#,cols=16,rows=800
#,radius,,,,,,,,,,velocity,,,,,,,,density,,,,,,,,,pressure,,,,,,,,temperature,,,,,entropy/baryon,,Y_e,,,,,,,,,,,,,chem_pot_e,,,,,,chem_pot_n,,,,,,chem_pot_p,,,,,,chem_pot_nu,,,,,x_n,,,,,,,,,,,,,x_p,,,,,,,,,,,,,x_alpha,,,,,,,,,mass,,,,,,,,,,,,lapse_function,
#,"cm",,,,,,,,,,,,"cm/s",,,,,,,,,,"g/cm^3",,,,,,,,"erg/cm^3",,,,,,"K",,,,,,,,,,,,,"k_B",,,,,,,,,,,"1",,,,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"MeV",,,,,,,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,"1",,,,,,,,,,,,,"M_sol",,,,,,,,,"1",,,,,,,,,,,,
1.16666670e+04,-6.51691347e+06,3.74807073e+14,1.32519826e+34,9.28811168e+10,8.63498335e-01,2.35790316e-01,2.28754761e+02,3.70901008e+01,-4.87262567e+01,1.42938403e+02,7.64209509e-01,2.35790141e-01,3.50704483e-07,1.00278878e-05,8.60465684e-01
3.50000010e+04,2.78997086e+05,3.70263019e+14,1.32011260e+34,1.11405814e+11,1.03237549e+00,2.48610794e-01,2.31510174e+02,3.36705957e+01,-4.76328528e+01,1.50206725e+02,7.51386729e-01,2.48608317e-01,4.95434602e-06,7.93720753e-05,8.60607465e-01
5.83333340e+04,1.56295910e+05,3.69482139e+14,1.31409886e+34,1.11755509e+11,1.03659819e+00,2.48831656e-01,2.31406233e+02,3.34441599e+01,-4.76550913e+01,1.50306982e+02,7.51165698e-01,2.48829011e-01,5.29104139e-06,2.67195037e-04,8.60772252e-01
9.27199922e+04,-3.71847861e+05,3.67837615e+14,1.29870989e+34,1.11108105e+11,1.03355207e+00,2.48411599e-01,2.30941058e+02,3.31333476e+01,-4.77793496e+01,1.50028360e+02,7.51585777e-01,2.48408976e-01,5.24794208e-06,1.19325701e-03,8.61305508e-01
1.30188500e+05,-3.05193288e+04,3.65350296e+14,1.27677503e+34,1.10701688e+11,1.03391071e+00,2.48185345e-01,2.30349755e+02,3.25840046e+01,-4.79275351e+01,1.49838215e+02,7.51811918e-01,2.48182607e-01,5.47457171e-06,2.35224642e-03,8.61809270e-01
1.54510906e+05,-2.07254261e+05,3.63365376e+14,1.25987261e+34,1.10605083e+11,1.03617959e+00,2.48138360e-01,2.29911822e+02,3.21169627e+01,-4.80360021e+01,1.49758858e+02,7.51858752e-01,2.48135473e-01,5.77495219e-06,3.40306630e-03,8.62169381e-01
1.70299617e+05,-1.81858475e+05,3.61925698e+14,1.24754224e+34,1.10462563e+11,1.03718687e+00,2.48042790e-01,2.29575340e+02,3.17874707e+01,-4.81214602e+01,1.49666409e+02,7.51954241e-01,2.48039821e-01,5.93805195e-06,4.22775612e-03,8.62420251e-01
1.80548742e+05,-1.99615765e+05,3.60913758e+14,1.23898008e+34,1.10394901e+11,1.03817994e+00,2.47992271e-01,2.29342552e+02,3.15517180e+01,-4.81806638e+01,1.49610170e+02,7.52004694e-01,2.47989236e-01,6.06989086e-06,4.82762438e-03,8.62590672e-01
1.87201883e+05,-2.01963652e+05,3.60225016e+14,1.23318061e+34,1.10353937e+11,1.03889970e+00,2.47957560e-01,2.29183557e+02,3.13907690e+01,-4.82213890e+01,1.49571399e+02,7.52039359e-01,2.47954480e-01,6.16101041e-06,5.24540998e-03,8.62704200e-01
1.92513867e+05,-2.06810820e+05,3.59656299e+14,1.22840716e+34,1.10321925e+11,1.03951102e+00,2.47930024e-01,2.29052373e+02,3.12574046e+01,-4.82549628e+01,1.49540006e+02,7.52066857e-01,2.47926906e-01,6.23686401e-06,5.69906202e-03,8.62823646e-01
